chain,mall_id,mall_name,region,address,mall_code,source_url,property_type,scraped_at
sm,mall-of-asia-arena-annex-bldg,Mall Of Asia Arena Annex Bldg,metro-manila,"Coral Way cor., J.W. Diokno Blvd., Mall of Asia Complex, Brgy. 076 Zone 10, CBP 1-A, 1300 Pasay City, Philippines",MAAX,https://www.smsupermalls.com/mall-directory/mall-of-asia-arena-annex-bldg/information/,office-annex,2026-07-26
sm,moa-square,MOA Square,metro-manila,MOA Square,SMSQ,https://www.smsupermalls.com/mall-directory/moa-square/information/,mall,2026-07-26
sm,nu-mall-of-asia-building,NU MALL OF ASIA BUILDING,metro-manila,NU MALL OF ASIA BUILDING,NUMA,https://www.smsupermalls.com/mall-directory/nu-mall-of-asia-building/information/,office-annex,2026-07-26
sm,s-maison,S Maison,metro-manila,"Seaside Boulevard, Coral Way, Pasay, 1300 Metro Manila",HTSM,https://www.smsupermalls.com/mall-directory/s-maison/information/,mall,2026-07-26
sm,sky-ranch-baguio,Sky Ranch Baguio,north-luzon,Sky Ranch Baguio,SRBG,https://www.smsupermalls.com/mall-directory/sky-ranch-baguio/information/,amusement-park,2026-07-26
sm,sky-ranch-pampanga,Sky Ranch Pampanga,north-luzon,Sky Ranch Pampanga,SRPP,https://www.smsupermalls.com/mall-directory/sky-ranch-pampanga/information/,amusement-park,2026-07-26
sm,sky-ranch-tagaytay,Sky Ranch Tagaytay,south-luzon,Sky Ranch Tagaytay,STYT,https://www.smsupermalls.com/mall-directory/sky-ranch-tagaytay/information/,amusement-park,2026-07-26
sm,sm-aura,SM Aura,metro-manila,"26th Street Corner McKinley Parkway Bonifacio Global City, Taguig City Philippines",SMAU,https://www.smsupermalls.com/mall-directory/sm-aura/information/,mall,2026-07-26
sm,sm-by-the-bay,SM By the Bay,metro-manila,"Seaside Boulevard, Mall of Asia Complex, Pasay, 1300 Metro Manila",SMBY,https://www.smsupermalls.com/mall-directory/sm-by-the-bay/information/,mall,2026-07-26
sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao,"Claro M. Recto Ave, Cagayan de Oro, Misamis Oriental",SMCG,https://www.smsupermalls.com/mall-directory/sm-cdo-downtown/information/,mall,2026-07-26
sm,sm-center-angono,SM Center Angono,metro-manila,"Manila East Road, Brgy. San Isidro, Angono, Rizal",SMAN,https://www.smsupermalls.com/mall-directory/sm-center-angono/information/,mall,2026-07-26
sm,sm-center-dagupan,SM Center Dagupan,north-luzon,M.H. Del Pilar & Herroro St Dagupan City Pangasinan,SMDA,https://www.smsupermalls.com/mall-directory/sm-center-dagupan/information/,mall,2026-07-26
sm,sm-center-imus,SM Center Imus,south-luzon,"SM Center Imus, Along NIA Road, Bgy. Alapan IC, Imus City, Cavite.",SMIM,https://www.smsupermalls.com/mall-directory/sm-center-imus/information/,mall,2026-07-26
sm,sm-center-las-pinas,SM Center Las Piñas,metro-manila,"Alabang-Zapote Road, Brgy. Pamplona 2, Las Piñas, Metro Manila, Philippines",SMPN,https://www.smsupermalls.com/mall-directory/sm-center-las-pinas/information/,mall,2026-07-26
sm,sm-center-lemery,SM Center Lemery,south-luzon,"Illustre Avenue corner Calle P. Gomez Street, District IV, Lemery, Batangas",SMLM,https://www.smsupermalls.com/mall-directory/sm-center-lemery/information/,mall,2026-07-26
sm,sm-center-muntinlupa,SM Center Muntinlupa,metro-manila,"Tunasan, Muntinlupa City, Metro Manila",SMMT,https://www.smsupermalls.com/mall-directory/sm-center-muntinlupa/information/,mall,2026-07-26
sm,sm-center-ormoc,SM Center Ormoc,visayas,"SM Center Ormoc, Real Street, Barangay District 14, Ormoc City, Leyte 6541",SMOR,https://www.smsupermalls.com/mall-directory/sm-center-ormoc/information/,mall,2026-07-26
sm,sm-center-pasig,SM Center Pasig,metro-manila,"Eulogio Rodriguez Jr. Ave. cor. Doña Julia Vargas Ave., Frontera Verde, Ortigas Center, Ugong, Pasig City, Metro Manila, Philippines",SMPS,https://www.smsupermalls.com/mall-directory/sm-center-pasig/information/,mall,2026-07-26
sm,sm-center-pulilan,SM Center Pulilan,north-luzon,"Pulilan Diversion Road, Brgy. Sto. Cristo Pulilan, Bulacan",SMPL,https://www.smsupermalls.com/mall-directory/sm-center-pulilan/information/,mall,2026-07-26
sm,sm-center-san-pedro,SM Center San Pedro,south-luzon,"San Pedro, Laguna, Philippines",SMSP,https://www.smsupermalls.com/mall-directory/sm-center-san-pedro/information/,mall,2026-07-26
sm,sm-center-sangandaan,SM Center Sangandaan,north-luzon,Marcelo H Del Pilar St cor Samson Road Brgy 003 Caloocan City 1408,SMSD,https://www.smsupermalls.com/mall-directory/sm-center-sangandaan/information/,mall,2026-07-26
sm,sm-center-tuguegarao-downtown,SM Center Tuguegarao Downtown,north-luzon,"SM Center Tuguegarao Downtown, Luna St. cor. Mabini St., Ugac Sur, Tuguegarao City, 3500, Cagayan, Philippines",SMTD,https://www.smsupermalls.com/mall-directory/sm-center-tuguegarao-downtown/information/,mall,2026-07-26
sm,sm-cherry-antipolo,SM Center Antipolo Downtown,metro-manila,"Cherry Antipolo, Marcos Highway, Barangay Mayamot, Antipolo City",SMAT,https://www.smsupermalls.com/mall-directory/sm-cherry-antipolo/information/,mall,2026-07-26
sm,sm-cherry-congressional,SM Center Congressional,metro-manila,"Pangilinan St, Project 8, Quezon City, Metro Manila",SMCY,https://www.smsupermalls.com/mall-directory/sm-cherry-congressional/information/,mall,2026-07-26
sm,sm-cherry-shaw,SM Center Shaw,metro-manila,"Shaw Boulevard, Brgy. Pleasant Hills, Mandaluyong City",SMSW,https://www.smsupermalls.com/mall-directory/sm-cherry-shaw/information/,mall,2026-07-26
sm,sm-city-bacolod,SM City Bacolod,visayas,"Rizal Street, Reclamation Area, Bacolod City, Philippines",SMBD,https://www.smsupermalls.com/mall-directory/sm-city-bacolod/information/,mall,2026-07-26
sm,sm-city-bacoor,SM City Bacoor,south-luzon,"2/F SM City Bacoor Tirona Highway, corner Emilio Aguinaldo Highway, Bacoor, 4102, Cavite",SMCB,https://www.smsupermalls.com/mall-directory/sm-city-bacoor/information/,mall,2026-07-26
sm,sm-city-baguio,SM City Baguio,north-luzon,"Luneta Hill, Upper Session Road, Baguio City, Benguet, Philippines",SMBG,https://www.smsupermalls.com/mall-directory/sm-city-baguio/information/,mall,2026-07-26
sm,sm-city-baliwag,SM City Baliwag,north-luzon,"DRT Highway, Brgy. Pagala, Baliuag, Bulacan",SMBL,https://www.smsupermalls.com/mall-directory/sm-city-baliwag/information/,mall,2026-07-26
sm,sm-city-bataan,SM City Bataan,north-luzon,"SM City Bataan Lerma St. Brgy. Ibayo Balanga City, Bataan",SMBB,https://www.smsupermalls.com/mall-directory/sm-city-bataan/information/,mall,2026-07-26
sm,sm-city-batangas,SM City Batangas,south-luzon,"Pastor Village, Brgy. Pallocan Kanluran, Batangas City, Batangas, Philippines",SMBA,https://www.smsupermalls.com/mall-directory/sm-city-batangas/information/,mall,2026-07-26
sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila,"Dr. Santos Ave. cor. President Avenue, Teoville Subdivision, BF Homes, Parañaque, Philippines",SMBF,https://www.smsupermalls.com/mall-directory/sm-city-bf-paranaque/information/,mall,2026-07-26
sm,sm-city-bicutan,SM City Bicutan,metro-manila,"Doña Soledad Avenue corner South Luzon Expressway, Bicutan, Parañaque, Metro Manila",SMBT,https://www.smsupermalls.com/mall-directory/sm-city-bicutan/information/,mall,2026-07-26
sm,sm-city-butuan,SM City Butuan,mindanao,"J.C. Aquino Ave. Brgy. Lapu-Lapu, Butuan City, Agusan del Norte, Philippines 8600",SMBN,https://www.smsupermalls.com/mall-directory/sm-city-butuan/information/,mall,2026-07-26
sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon,"Brgy. H. Concepcion, Along Maharlika Highway, Cabanatuan City, Nueva Ecija 3100",SMCT,https://www.smsupermalls.com/mall-directory/sm-city-cabanatuan/information/,mall,2026-07-26
sm,sm-city-cagayan-de-oro,SM City CDO Uptown,mindanao,"Fr. Masterson Avenue Cor. Gran Via St., Pueblo de Oro Township, Uptown Carmen, Cagayan de Oro, Misamis Oriental, Philippines",SMCO,https://www.smsupermalls.com/mall-directory/sm-city-cagayan-de-oro/information/,mall,2026-07-26
sm,sm-city-calamba,SM City Calamba,south-luzon,"National Road, Calamba City Triangle, Brgy. Real, Calamba City, Laguna, Philippines",SMCL,https://www.smsupermalls.com/mall-directory/sm-city-calamba/information/,mall,2026-07-26
sm,sm-city-caloocan,SM City Caloocan,metro-manila,"Deparo Road, Barangay 171, Zone 15, District 1, Bagumbong 1421 Caloocan City, Metro Manila, Philippines",SMCN,https://www.smsupermalls.com/mall-directory/sm-city-caloocan/information/,mall,2026-07-26
sm,sm-city-cauayan,SM City Cauayan,north-luzon,"Maharlika Highway, Brgy. District II 3305, Cauayan City, Isabela",SMCA,https://www.smsupermalls.com/mall-directory/sm-city-cauayan/information/,mall,2026-07-26
sm,sm-city-cebu,SM City Cebu,visayas,"Juan Luna Ave. cor. Cabahug and Kaoshiung Streets, North Reclamation Area, Cebu Port Center, Mabolo, Cebu City",SMCC,https://www.smsupermalls.com/mall-directory/sm-city-cebu/information/,mall,2026-07-26
sm,sm-city-clark,SM City Clark,north-luzon,"Manuel A. Roxas Highway, Clark Freeport, Barangay Malabanias, Angeles City, Pampanga, Philippines",SMCK,https://www.smsupermalls.com/mall-directory/sm-city-clark/information/,mall,2026-07-26
sm,sm-city-consolacion,SM City Consolacion,visayas,"Rizal Avenue (Cebu North Road), Brgy. Lamac, Consolacion, Cebu, Philippines",SMCS,https://www.smsupermalls.com/mall-directory/sm-city-consolacion/information/,mall,2026-07-26
sm,sm-city-daet,SM City Daet,south-luzon,"Vinzons Avenue, Barangay Lag-On, 4600 Daet, Camarines Norte, Philippines",SMDT,https://www.smsupermalls.com/mall-directory/sm-city-daet/information/,mall,2026-07-26
sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon,"Governor's Drive corner Aguinaldo Highway, Brgy. Sampaloc 1, Dasmariñas City, Cavite, Philippines",SMDM,https://www.smsupermalls.com/mall-directory/sm-city-dasmarinas/information/,mall,2026-07-26
sm,sm-city-davao,SM City Davao,mindanao,"Quimpo Blvd cor. Tulip and Ecoland Drive, Ecoland Subd., Matina, Davao City, Philippines",SMCD,https://www.smsupermalls.com/mall-directory/sm-city-davao/information/,mall,2026-07-26
sm,sm-city-east-ortigas,SM City East Ortigas,metro-manila,"Ortigas Avenue Ext., Brgy. Sta. Lucia, Pasig City",SMEO,https://www.smsupermalls.com/mall-directory/sm-city-east-ortigas/information/,mall,2026-07-26
sm,sm-city-fairview,SM City Fairview,metro-manila,"Quirino Highway corner Regalado Avenue, Novaliches, Quezon City, Philippines",SMCF,https://www.smsupermalls.com/mall-directory/sm-city-fairview/information/,mall,2026-07-26
sm,sm-city-general-santos,SM City General Santos,mindanao,"San Miguel Street, Lagao, General Santos City, South Cotabato",SMGS,https://www.smsupermalls.com/mall-directory/sm-city-general-santos/information/,mall,2026-07-26
sm,sm-city-grand-central,SM City Grand Central,metro-manila,"Rizal Ave Ext, East Grace Park, Caloocan, Metro Manila",SMGC,https://www.smsupermalls.com/mall-directory/sm-city-grand-central/information/,mall,2026-07-26
sm,sm-city-iloilo,SM City Iloilo,visayas,"Senator Benigno Aquino Jr. Avenue, Jaro West Diversion Road, Mandurriao District, Iloilo City, Iloilo, Philippines",SMCI,https://www.smsupermalls.com/mall-directory/sm-city-iloilo/information/,mall,2026-07-26
sm,sm-city-la-union,SM City La Union,north-luzon,"Along Diversion Road, Barangay Biday, San Fernando, 2500 La Union",SMLU,https://www.smsupermalls.com/mall-directory/sm-city-la-union/information/,mall,2026-07-26
sm,sm-city-laoag,SM City Laoag,north-luzon,"Barangay, 51-B Airport Rd, Laoag City, 2900 Ilocos Norte",SMLO,https://www.smsupermalls.com/mall-directory/sm-city-laoag/information/,mall,2026-07-26
sm,sm-city-legazpi,SM City Legazpi,south-luzon,"SM City Legazpi Imelda Roces Avenue, Zone 9 Brgy. 37 Bitano, Legazpi City 4500",SMLG,https://www.smsupermalls.com/mall-directory/sm-city-legazpi/information/,mall,2026-07-26
sm,sm-city-lipa,SM City Lipa,south-luzon,"JP Laurel Highway, Lipa City",SMLP,https://www.smsupermalls.com/mall-directory/sm-city-lipa/information/,mall,2026-07-26
sm,sm-city-lucena,SM City Lucena,south-luzon,"Maharlika Highway corner Dalahican Road, Ibabang Dupay, Lucena City, Quezon, Philippines",SMLC,https://www.smsupermalls.com/mall-directory/sm-city-lucena/information/,mall,2026-07-26
sm,sm-city-manila,SM City Manila,metro-manila,"Natividad Almeda-Lopez corner A. Villegas and San Marcelino Streets, Ermita, Manila, Philippines",SMCM,https://www.smsupermalls.com/mall-directory/sm-city-manila/information/,mall,2026-07-26
sm,sm-city-marikina,SM City Marikina,metro-manila,"Brgy. Calumpang, Marikina City, Philippines",SMMK,https://www.smsupermalls.com/mall-directory/sm-city-marikina/information/,mall,2026-07-26
sm,sm-city-marilao,SM City Marilao,north-luzon,"MacArthur Highway, Ibayo, Marilao, Bulacan, Philippines",SMMR,https://www.smsupermalls.com/mall-directory/sm-city-marilao/information/,mall,2026-07-26
sm,sm-city-masinag,SM City Masinag,metro-manila,"Marcos Highway, Brgy. Mayamot, Masinag, Antipolo City, Rizal",SMMS,https://www.smsupermalls.com/mall-directory/sm-city-masinag/information/,mall,2026-07-26
sm,sm-city-mindpro,SM City Mindpro,mindanao,"La Purisima St. Brgy. Zone III Poblacion, Zamboanga City, 7000",MPCZ,https://www.smsupermalls.com/mall-directory/sm-city-mindpro/information/,mall,2026-07-26
sm,sm-city-molino,SM City Molino,south-luzon,"Molino Paliparan Road, Brgy. Molino 4, Bacoor City, Cavite, Philippines",SMML,https://www.smsupermalls.com/mall-directory/sm-city-molino/information/,mall,2026-07-26
sm,sm-city-naga,SM City Naga,south-luzon,"Ninoy and Cory Aquino Avenue, Central Business District II, Triangulo, Naga City, Camarines Sur, Philippines",SMNG,https://www.smsupermalls.com/mall-directory/sm-city-naga/information/,mall,2026-07-26
sm,sm-city-north-edsa,SM City North Edsa,metro-manila,"North Avenue corner EDSA, Quezon City, 1100 Metro Manila",SMNE,https://www.smsupermalls.com/mall-directory/sm-city-north-edsa/information/,mall,2026-07-26
sm,sm-city-novaliches,SM City Novaliches,metro-manila,"Quirino Highway, Brgy. San Bartolome, Novaliches, Quezon City, Philippines",SMNV,https://www.smsupermalls.com/mall-directory/sm-city-novaliches/information/,mall,2026-07-26
sm,sm-city-olongapo-central,SM City Olongapo Central,north-luzon,"Rizal Avenue, Barangay East Tapinac,  2200 Olongapo City, Zambales  Philippines",SMOC,https://www.smsupermalls.com/mall-directory/sm-city-olongapo-central/information/,mall,2026-07-26
sm,sm-city-olongapo-downtown,SM City Olongapo Downtown,north-luzon,"Magsaysay Drive cor. Gordon Avenue, Olongapo City, Zambales, Philippines",SMOL,https://www.smsupermalls.com/mall-directory/sm-city-olongapo-downtown/information/,mall,2026-07-26
sm,sm-city-pampanga,SM City Pampanga,north-luzon,"Olongapo-Gapan Road, Lagundi, Mexico, Pampanga (East Wing) and San Jose, San Fernando, Pampanga",SMPP,https://www.smsupermalls.com/mall-directory/sm-city-pampanga/information/,mall,2026-07-26
sm,sm-city-puerto-princesa,SM City Puerto Princesa,south-luzon,"Malvar Street, Brgy. San Miguel, Puerto Princesa City, Palawan, 5300",SMPU,https://www.smsupermalls.com/mall-directory/sm-city-puerto-princesa/information/,mall,2026-07-26
sm,sm-city-rosales,SM City Rosales,north-luzon,"MacArthur Highway, Barangay Carmen East, Rosales, Pangasinan, Philippines",SMRS,https://www.smsupermalls.com/mall-directory/sm-city-rosales/information/,mall,2026-07-26
sm,sm-city-rosario,SM City Rosario,south-luzon,"General Trias Drive cor. Costa Verde Access Road, Tejeros Convention, Rosario, Cavite, Philippines",SMRO,https://www.smsupermalls.com/mall-directory/sm-city-rosario/information/,mall,2026-07-26
sm,sm-city-roxas,SM City Roxas,visayas,Arnaldo Boulevard Brgy. Baybay Roxas City Capiz 5800,SMRX,https://www.smsupermalls.com/mall-directory/sm-city-roxas/information/,mall,2026-07-26
sm,sm-city-san-fernando-downtown,SM City San Fernando Downtown,north-luzon,"V. Tomico Street cor. Consunji Street, Downtown Heritage District, Sto. Rosario, City of San Fernando, Pampanga",SMSF,https://www.smsupermalls.com/mall-directory/sm-city-san-fernando-downtown/information/,mall,2026-07-26
sm,sm-city-san-jose-del-monte,SM City San Jose Del Monte,north-luzon,"Quirino Highway, Barangay Tungkong Mangga",SMSJ,https://www.smsupermalls.com/mall-directory/sm-city-san-jose-del-monte/information/,mall,2026-07-26
sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila,"Felix Huertas Street corner Lacson Avenue (C-2 Road), Santa Cruz, Manila, Philippines",SMSL,https://www.smsupermalls.com/mall-directory/sm-city-san-lazaro/information/,mall,2026-07-26
sm,sm-city-san-mateo,SM City San Mateo,metro-manila,"Gen. A. Luna Avenue, Brgy. Ampid 1, San Mateo, Rizal",SMMA,https://www.smsupermalls.com/mall-directory/sm-city-san-mateo/information/,mall,2026-07-26
sm,sm-city-san-pablo,SM City San Pablo,south-luzon,"Maharlika Highway, Riverina Residential and Commercial Estates, San Rafael, San Pablo City, Laguna, Philippines",SMPB,https://www.smsupermalls.com/mall-directory/sm-city-san-pablo/information/,mall,2026-07-26
sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon,"Old National Highway, Brgy. Tagapo, Sta. Rosa City, Laguna, Philippines",SMSR,https://www.smsupermalls.com/mall-directory/sm-city-santa-rosa/information/,mall,2026-07-26
sm,sm-city-sorsogon,SM City Sorsogon,south-luzon,"Maharlika Highway, Barangay Balogo, East District, 4700 Sorsogon City, Sorsogon, Philippines",SMSO,https://www.smsupermalls.com/mall-directory/sm-city-sorsogon/information/,mall,2026-07-26
sm,sm-city-sta-mesa,SM City Sta. Mesa,metro-manila,"R. Magsaysay, Cor. G. Araneta Ave., Brgy. Dona Imelda, Quezon City 1113",SMST,https://www.smsupermalls.com/mall-directory/sm-city-sta-mesa/information/,mall,2026-07-26
